# note: fix inconsistency with [l / y] in ~100 words. some words should be <l y> in single syllable.
# note: fix inconsistency with [* / r] in ~100 words. some words should be <* r> in single syllable.

I                                            ay
confidently                                  k aa n / f ax / d ax n t / l iy
confiding                                    k ax n / f ay / d ih ng
confidingly                                  k ax n / f ay / d ih ng / l iy
configuration                                k ax n / f ih g / y ax / r ey / sh ax n
configure                                    k ax n / f ih g / y er
confine                                      k ax n / f ay n
confinement                                  k ax n / f ay n / m ax n t
confines                                     k aa n / f ay n z
confirm                                      k ax n / f er m
confirmation                                 k aa n / f er / m ey / sh ax n
confirmatory                                 k ax n / f er / m ax / t ao / r iy
confiscate                                   k aa n / f ax / s k ey t
confiscation                                 k aa n / f ax / s k ey / sh ax n
confiscatory                                 k ax n / f ih s k ax t ao r iy
confit                                       k ow n / f iy
conflagration                                k aa n / f l ax / g r ey / sh ax n
conflate                                     k ax n / f l ey t
conflation                                   k ax n / f l ey / sh ax n
conflict                                     k aa n / f l ih k t
conflicting                                  k ax n / f l ih k / t ih ng
confluence                                   k aa n / f l uw / ax n s
confluences                                  k aa n / f l uw / ax n s
conform                                      k ax n / f ao r m
conformance                                  k ax n / f ao r / m ax n s
conformation                                 k aa n / f ao r / m ey / sh ax n
conformist                                   k ax n / f ao r / m ih s t
conformity                                   k ax n / f ao r / m ax / dx iy
confound                                     k ax n / f aw n d
confront                                     k ax n / f r ah n t
confrontation                                k aa n / f r ax n / t ey / sh ax n
confrontational                              k aa n / f r ax n / t ey / sh ax / n ax l
confucian                                    k ax n / f y uw / sh ax n
confucianism                                 k ax n / f y uw / sh ax / n ih z m
confucius                                    k ax n / f y uw / sh ax s
confusable                                   k ax n / f y uw z
confuse                                      k ax n / f y uw z
confuses                                     k ax n / f y uw z
confusing                                    k ax n / f y uw / z ih ng
confusion                                    k ax n / f y uw / zh ax n
confute                                      k ax n / f y uw t
conga                                        k aa ng / g ax
congeal                                      k ax n / d zh iy l
congee                                       k aa n / d zh iy
congenial                                    k ax n / d zh iy / n iy / ax l
congeniality                                 k ax n / d zh iy / n iy / ae / l ax / dx iy
congenital                                   k ax n / d zh eh / n ax / dx ax l
congest                                      k ax n / d zh eh s t
congestion                                   k ax n / d zh eh s / t sh ax n
congestive                                   k ax n / d zh ax s / t ih v
conglomerate                                 k ax n / g l aa / m er / ax t
conglomeration                               k ax n / g l aa / m er / ey / sh ax n
congo                                        k aa ng / g ow
congolese                                    k aa ng / g ax / l iy z
congrats                                     k ax n / g r ae t s
congratulate                                 k ax n / g r ae / t sh ax / l ey t
congratulation                               k ax n / g r ae / t sh ax / l ey / sh ax n
congratulations                              k ax n / g r ae / t sh ax / l ey· sh ax n z
congratulatory                               k ax n / g r ae / t sh ax / l ax / t ao / r iy
congregate                                   k aa ng / g r ax / g ey t
congregation                                 k aa ng / g r ax / g ey / sh ax n
congregational                               k aa ng / g r ax / g ey / sh ax / n ax l
congregationalism                            k aa ng / g r ax / g ey / sh ax / n ax / l ih / z ax m
congress                                     k aa ng / g r eh s
congresses                                   k aa ng / g r eh s
congressional                                k ax ng / g r eh / sh ax / n ax l
congressman                                  k aa ng / g r eh s / m ax n
congressmen                                  k aa ng / g r eh s / m ax n
congresswoman                                k aa ng / g r eh s / w uh / m ax n
congresswomen                                k aa ng / g r eh s / w uh / m ax n
congruence                                   k aa ng / g r uw / ax n s
congruency                                   k aa ng / g r uw / ax n s
congruent                                    k aa ng / g r uw / ax n t
congruently                                  k aa ng / g r uw / ax n t / l iy
congruity                                    k aa ng / g r uw / ax / dx iy
congruous                                    k aa ng / g r uw / ax s
conic                                        k aa / n ih / k ax l
conical                                      k aa / n ih / k ax l
conifer                                      k aa / n ax / f er
coniferous                                   k ax / n ih / f er / ax s
conjectural                                  k ax n / d zh eh k / t sh er / ax l
conjecture                                   k ax n / d zh eh k / t sh er
conjoin                                      k ax n / d zh oy n
conjugal                                     k aa n / d zh ax / g ax l
conjugate                                    k aa n / d zh ax / g ey t
conjugation                                  k aa n / d zh ax / g ey / sh ax n
conjunction                                  k ax n / d zh ah ng k / sh ax n
conjunctiva                                  k aa n / d zh ax ng k / t ay / v ax
conjunctive                                  k ax n / d zh ah ng k / t ih v
conjunctivitis                               k ax n / d zh ah ng k / t ih / v ay / dx ax s
conjuncture                                  k ax n / d zh ah ng k / t sh er
conjure                                      k ah n / d zh er
conjurer                                     k ah n / d zh er / er
conjuror                                     k ah n / d zh er / er
conk                                         k aa ng k
conker                                       k aa ng / k er
connect                                      k ax / n eh k t
connecticut                                  k ax / n eh / dx ih / k ax t
connecting                                   k ax / n eh k / t ih ng
connection                                   k ax / n eh k / sh ax n
connective                                   k ax / n eh k / t ih v
connectivity                                 k aa / n eh k / t ih / v ax / dx iy
connector                                    k ax / n eh k / t er
connexion                                    k ax / n eh k / sh ax n
conniption                                   k ax / n ih p / sh ax n
connivance                                   k ax / n ay / v ax n s
connive                                      k ax / n ay v
conniving                                    k ax / n ay / v ih ng
connoisseur                                  k aa / n ax / s er
connotate                                    k aa / n ax / t ey t
connotation                                  k aa / n ax / t ey / sh ax n
connotative                                  k aa / n ax / t ey / dx ih v
connote                                      k ax / n ow t
connubial                                    k ax / n uw / b iy / ax l
conquer                                      k aa ng / k er
conquerable                                  k aa ng / k er / ax / b ax l
conqueror                                    k aa ng / k er / er
conquest                                     k aa ng / k w eh s t
conquistador                                 k aa n / k iy / s t ax / d ao r
consanguineous                               k aa n / s ae ng / g w ih / n iy / ax s
consanguinity                                k aa n / s ae ng / g w ih / n ax / dx iy
conscience                                   k aa n / sh ax n s
consciences                                  k aa n / sh ax n s
conscientious                                k aa n / sh iy / eh n / sh ax s
conscientiously                              k aa n / sh iy / eh n / sh ax s / l iy
conscientiousness                            k aa n / sh iy / eh n / sh ax s / n ax s
conscious                                    k aa n / sh ax s
consciously                                  k aa n / sh ax s / l iy
consciousness                                k aa n / sh ax s / n ax s
conscript                                    k ax n / s k r ih p t
conscription                                 k ax n / s k r ih p / sh ax n
consecrate                                   k aa n / s ax / k r ey t
consecration                                 k aa n / s ax / k r ey / sh ax n
consecutive                                  k ax n / s eh k / y ax / dx ih v
consecutively                                k ax n / s eh k / y ax / dx ih v / l iy
consensual                                   k aa n / s eh n / s y uw / ax l
consensus                                    k ax n / s eh n / s ax s
consensuses                                  k ax n / s eh n / s ax s
consent                                      k ax n / s eh n t
consequence                                  k aa n / s ax / k w ax n s
consequences                                 k aa n / s ax / k w ax n s
consequent                                   k aa n / s ax / k w ax n t
consequently                                 k aa n / s ax / k w ax n t / l iy
conservancy                                  k ax n / s er / v ax n / s iy
conservation                                 k aa n / s er / v ey / sh ax n
conservationist                              k aa n / s er / v ey / sh ax / n ih s t
conservatism                                 k ax n / s er / v ax / t ih / z ax m
conservative                                 k ax n / s er / v ax / dx ih v
conservatively                               k ax n / s er / v ax / dx ih v / l iy
conservatoire                                k ax n / s er / v ax / t ao / r iy
conservator                                  k aa n / s er / v ey / dx er
conservatory                                 k ax n / s er / v ax / t ao / r iy
conserve                                     k ax n / s er v
consider                                     k ax n / s ih / d er
considerable                                 k ax n / s ih / d er / ax / b ax l
considerably                                 k ax n / s ih / d er / ax / b l iy
considerate                                  k ax n / s ih / d er / ax t
consideration                                k ax n / s ih / d ax / r ey / sh ax n
considering                                  k ax n / s ih / d er / ih ng
consign                                      k ax n / s ay n
consignee                                    k aa n / s ay / n iy
consignment                                  k ax n / s ay n / m ax n t
consist                                      k ax n / s ih s t
consistence                                  k ax n / s ih s / t ax n / s iy
consistency                                  k ax n / s ih s / t ax n / s iy
consistent                                   k ax n / s ih s / t ax n t
consistently                                 k ax n / s ih s / t ax n t / l iy
consolation                                  k aa n / s ax / l ey / sh ax n
consolatory                                  k ax n / s aa / l ax / t ao / r iy
console                                      k ax n / s ow l
consolidate                                  k ax n / s aa / l ax / d ey t
consolidation                                k ax n / s aa / l ax / d ey / sh ax n
consolidator                                 k ax n / s aa / l ax / d ey / dx er
consoling                                    k ax n / s ow / l ih ng
consolingly                                  k ax n / s ow / l ih ng / l iy
consomme                                     k aa n / s ax / m ey
consonance                                   k aa n / s ax / n ax n s
consonant                                    k aa n / s ax / n ax n t
consonantal                                  k aa n / s ax / n ae n / dx ax l
consort                                      k ax n / s ao r t
consortium                                   k ax n / s ao r / dx iy / ax m
conspicuous                                  k ax n / s p ih k / y uw / ax s
conspicuously                                k ax n / s p ih k / y uw / ax s / l iy
conspicuousness                              k ax n / s p ih k / y uw / ax s / n ax s
conspiracy                                   k ax n / s p ih / r ax / s iy
conspirator                                  k ax n / s p ih / r ax / dx er
conspiratorial                               k ax n / s p ih / r ax / t ao / r iy / ax l
conspiratorially                             k ax n / s p ih / r ax / t ao / r iy / ax / l iy
conspire                                     k ax n / s p ay r
constable                                    k aa n / s t ax / b ax l
constabulary                                 k ax n / s t ae b / y eh / l eh / r iy
constancy                                    k aa n / s t ax n / s iy
constant                                     k aa n / s t ax n t
constantinople                               k aa n / s t ae n / t ax / n ow / p ax l
constantly                                   k aa n / s t ax n t / l iy
constellation                                k aa n / s t ax / l ey / sh ax n
consternation                                k aa n / s t er / n ey / sh ax n
constipation                                 k aa n / s t ax / p ey / sh ax n
constituency                                 k ax n / s t ih / t sh uw / ax n / s iy
constituent                                  k ax n / s t ih / t sh uw / ax n t
constitute                                   k aa n / s t ax / t uw t
constitution                                 k aa n / s t ax / t uw / sh ax n
constitutional                               k aa n / s t ax / t uw / sh ax / n ax l
constitutionality                            k aa n / s t ax / t uw / sh ax / n ae / l ax / dx iy
constitutionally                             k aa n / s t ax / t uw / sh ax / n ax / l iy
constitutive                                 k aa n / s t ax / t uw / dx ih v
constrain                                    k ax n / s t r ey n
constraint                                   k ax n / s t r ey n t
constrict                                    k ax n / s t r ih k t
constriction                                 k ax n / s t r ih k / sh ax n
constrictor                                  k ax n / s t r ih k / t er
construal                                    k ax n / s t r uw / ax l
construct                                    k ax n / s t r ah k t
construction                                 k ax n / s t r ah k / sh ax n
constructive                                 k ax n / s t r ah k / t ih v
constructively                               k ax n / s t r ah k / t ih v / l iy
constructivism                               k ax n / s t r ah k / t ih / v ih / z ax m
constructivist                               k ax n / s t r ah k / t ih / v ih s t
constructor                                  k ax n / s t r ah k / dx er
construe                                     k ax n / s t r uw
consul                                       k aa n / s ax l
consular                                     k aa n / s y ax / l er
consulate                                    k aa n / s y ax / l ax t
consult                                      k ax n / s ah l t
consultancy                                  k ax n / s ah l / t ax n / s iy
consultant                                   k ax n / s ah l / t ax n t
consultation                                 k aa n / s ah l / t ey / sh ax n
consultative                                 k ax n / s ah l / dx ax / dx ih v
consulting                                   k ax n / s ah l / dx ih ng
consumable                                   k ax n / s uw / m ax / b ax l
consume                                      k ax n / s uw m
consumer                                     k ax n / s uw / m er
consumerism                                  k ax n / s uw / m er / ih / z ax m
consumerist                                  k ax n / s uw m er ih s t
consuming                                    k ax n / s uw / m ih ng
consummate                                   k aa n / s ax / m ax t
consummately                                 k aa n / s ax / m ax t / l iy
consummation                                 k aa n / s ax / m ey / sh ax n
consumption                                  k ax n / s ah m p / sh ax n
consumptive                                  k ax n / s ah m p / t ih v
contact                                      k aa n / t ae k t
contactable                                  k ax n / t ae k / t ax / b ax l
contactless                                  k aa n / t ae k t / l ax s
contagion                                    k ax n / t ey / d zh ax n
contagious                                   k ax n / t ey / d zh ax s
contain                                      k ax n / t ey n
container                                    k ax n / t ey / n er
containerisation                             k ax n / t ey / n ax / r ay z
containerization                             k ax n / t ey / n ax / r ay z
containerize                                 k ax n / t ey / n ax / r ay z
containerizes                                k ax n / t ey / n ax / r ay z
containment                                  k ax n / t ey n / m ax n t
contaminant                                  k ax n / t ae / m ax / n ax n t
contaminate                                  k ax n / t ae / m ax / n ey t
contamination                                k ax n / t ae / m ax / n ey / sh ax n
contemplate                                  k aa n / dx ax m / p l ey t
contemplation                                k aa n / dx ax m / p l ey / sh ax n
contemplative                                k ax n / t eh m / p l ax / dx ih v
contemplatively                              k ax n / t eh m / p l ax / dx ih v / l iy
contemporaneous                              k ax n / t eh m / p ax / r ey / n iy / ax s
contemporaneously                            k ax n / t eh m / p ax / r ey / n iy / ax s / l iy
contemporary                                 k ax n / t eh m / p ax / r eh / r iy
contempt                                     k ax n / t eh m p t
contemptible                                 k ax n / t eh m p / t ax / b ax l
contemptibly                                 k ax n / t eh m p / t ax / b l iy
contemptuous                                 k ax n / t eh m p / t sh uw / ax s
contemptuously                               k ax n / t eh m p / t sh uw / ax s / l iy
contend                                      k ax n / t eh n d
contender                                    k ax n / t eh n / d er
content                                      k ax n / t eh n t
contentedly                                  k ax n / t eh n / dx ih d / l iy
contention                                   k ax n / t eh n / sh ax n
contentious                                  k ax n / t eh n / sh ax s
contentiousness                              k ax n / t eh n / sh ax s / n ax s
contentment                                  k ax n / t eh n t / m ax n t
contents                                     k aa n· t eh n t s
contest                                      k aa n / t eh s t
contestable                                  k ax n / t eh s / dx ax / b ax l
contestant                                   k ax n / t eh s / dx ax n t
contestation                                 k aa n / t eh s / t ey / sh ax n
context                                      k aa n / t eh k s t
contextual                                   k ax n / t eh k s / t sh uw / ax l
contextualise                                k ax n / t eh k s / t sh uw / ax / l ay z
contextualize                                k ax n / t eh k s / t sh uw / ax / l ay z
contextually                                 k ax n / t eh k s / t sh uw / ax / l iy
contiguity                                   k aa n / dx ax / g y uw / ax / dx iy
contiguous                                   k ax n / t ih g / y uw / ax s
continence                                   k aa n / dx ax / n ax n s
continent                                    k aa n / dx ax / n ax n t
continental                                  k aa n / dx ax / n eh n / dx ax l
contingency                                  k ax n / t ih n / d zh ax n / s iy
contingent                                   k ax n / t ih n / d zh ax n t
continual                                    k ax n / t ih n / y uw / ax l
continually                                  k ax n / t ih n / y uw / ax / l iy
continuance                                  k ax n / t ih n / y uw / ey / sh ax n
continuation                                 k ax n / t ih n / y uw / ey / sh ax n
continue                                     k ax n / t ih n / y uw
continuity                                   k aa n / t ax / n uw / ax / dx iy
continuous                                   k ax n / t ih n / y uw / ax s
continuously                                 k ax n / t ih n / y uw / ax s / l iy
continuum                                    k ax n / t ih n / y uw / ax m
contort                                      k ax n / t ao r t
contortion                                   k ax n / t ao r / sh ax n
contortionist                                k ax n / t ao r / sh ax / n ih s t
contour                                      k aa n / t uh r
contouring                                   k aa n / t uh / r ih ng
contra                                       k aa n / t r ax-
contraband                                   k aa n / t r ax / b ae n d
contraception                                k aa n / t r ax / s eh p / sh ax n
contraceptive                                k aa n / t r ax / s eh p / t ih v
contract                                     k aa n / t r ae k t
contractile                                  k ax n / t r ae k / dx ax l
contraction                                  k ax n / t r ae k / sh ax n
contractor                                   k aa n / t r ae k / t er
contractual                                  k ax n / t r ae k / t sh uw / ax l
contractually                                k ax n / t r ae k / t sh uw / ax / l iy
contracture                                  k ax n / t r ae k / t sh er
contradict                                   k aa n / t r ax / d ih k t
contradiction                                k aa n / t r ax / d ih k / sh ax n
contradictory                                k aa n / t r ax / d ih k / t er / iy
contradistinction                            k aa n / t r ax / d ih / s t ih ng k / sh ax n
contraflow                                   k aa n / t r ax / f l ow
contraindication                             k aa n / t r ax / ih n / d ax / k ey / sh ax n
contralateral                                k aa n / t r ax / l ae / dx er / ax l
contralto                                    k ax n / t r ae l / dx ow
contraption                                  k ax n / t r ae p / sh ax n
contrapuntal                                 k aa n / t r ax / p ah n / dx ax l
contrarian                                   k ax n / t r eh / r iy / ax n
contrarily                                   k ax n / t r eh / r ih / l iy
contrariness                                 k ax n / t r eh / r iy / n ax s
contrary                                     k aa n / t r eh / r iy
contrast                                     k aa n / t r ae s t
contrasting                                  k ax n / t r ae s / t ih ng
contrastive                                  k ax n / t r ae s / t ih v
contravene                                   k aa n / t r ax / v iy n
contravention                                k aa n / t r ax / v eh n / sh ax n
contribute                                   k ax n / t r ih b / y uw t
contribution                                 k aa n / t r ih / b y uw / sh ax n
contributive                                 k ax n / t r ih b / y ax / dx ih v
contributor                                  k ax n / t r ih b / y ax / dx er
contributory                                 k ax n / t r ih b / y ax / t ao / r iy
contrite                                     k aa n / t r ay t
contritely                                   k aa n / t r ay t / l iy
contrition                                   k aa n / t r ih / sh ax n
contrivance                                  k ax n / t r ay / v ax n s
contrivances                                 k ax n / t r ay / v ax n s
contrive                                     k ax n / t r ay v
control                                      k ax n / t r ow l
controllable                                 k ax n / t r ow / l ax / b ax l
controller                                   k ax n / t r ow / l er
controls                                     k ax n / t r ow l z
controversial                                k aa n / t r ax / v er / sh ax l
controversialist                             k aa n / t r ax / v er / sh ax / l ih s t
controversially                              k aa n / t r ax / v er / sh ax / l iy
controversy                                  k aa n / t r ax / v er / s iy
controvert                                   k aa n / t r ax / v er t
contumacious                                 k aa n / t uh / m ey / sh ax s
contumely                                    k aa n / t uw / m ax / l iy
contuse                                      k ax n / t uw z
contuses                                     k ax n / t uw z
contusion                                    k ax n / t uw / zh ax n
conundrum                                    k ax / n ah n / d r ax m
conurbation                                  k aa / n er / b ey / sh ax n
convalesce                                   k aa n / v ax / l eh s
convalescence                                k aa n / v ax / l eh / s ax n s
convalescences                               k aa n / v ax / l eh / s ax n s
convalescent                                 k aa n / v ax / l eh / s ax n t
convalesces                                  k aa n / v ax / l eh s
convection                                   k ax n / v eh k / sh ax n
convector                                    k ax n / v eh k / t er
convene                                      k ax n / v iy n
convener                                     k ax n / v iy / n er
convenience                                  k ax n / v iy / n iy / ax n s
conveniences                                 k ax n / v iy / n iy / ax n s
conveniencies                                k ax n / v iy / n iy / ax n s
conveniency                                  k ax n / v iy / n iy / ax n s
convenient                                   k ax n / v iy / n iy / ax n t
conveniently                                 k ax n / v iy / n iy / ax n t / l iy
convenor                                     k ax n / v iy / n er
convent                                      k aa n / v ax n t
convention                                   k ax n / v eh n / sh ax n
conventional                                 k ax n / v eh n / sh ax / n ax l
conventionality                              k ax n / v eh n / sh ax / n ae / l ax / dx iy
conventionally                               k ax n / v eh n / sh ax / n ax / l iy
converge                                     k ax n / v er d zh
convergence                                  k ax n / v er / d zh ax n s
convergences                                 k ax n / v er / d zh ax n s
convergent                                   k ax n / v er / d zh ax n t
conversant                                   k ax n / v er / s ax n t
conversation                                 k aa n / v er / s ey / sh ax n
conversational                               k aa n / v er / s ey / sh ax / n ax l
conversationalist                            k aa n / v er / s ey / sh ax / n ax / l ih s t
converse                                     k aa n / v er s
conversely                                   k aa n / v er s / l iy
converses                                    k aa n / v er s
conversion                                   k ax n / v er / zh ax n
convert                                      k ax n / v er t
converter                                    k ax n / v er / dx er
convertible                                  k ax n / v er / dx ax / b ax l
convertor                                    k ax n / v er / dx er
convex                                       k aa n / v eh k s
convey                                       k ax n / v ey
conveyance                                   k ax n / v ey / ax n s
conveyances                                  k ax n / v ey / ax n s
conveyancing                                 k ax n / v ey / ax n / s ih ng
convict                                      k ax n / v ih k t
conviction                                   k ax n / v ih k / sh ax n
convince                                     k ax n / v ih n s
convinces                                    k ax n / v ih n s
convincing                                   k ax n / v ih n / s ih ng
convincingly                                 k ax n / v ih n / s ih ng / l iy
convivial                                    k ax n / v ih / v iy / ax l
conviviality                                 k ax n / v ih / v iy / ae / l ax / dx iy
convivially                                  k ax n / v ih / v iy / ax / l iy
convocation                                  k aa n / v ax / k ey / sh ax n
convoke                                      k ax n / v ow k
convolution                                  k aa n / v ax / l uw / sh ax n
convolvulus                                  k ax n / v aa l / v y ax / l ax s
convoy                                       k aa n / v oy
convulse                                     k ax n / v ah l s
convulses                                    k ax n / v ah l s
convulsion                                   k ax n / v ah l / sh ax n
convulsive                                   k ax n / v ah l / s ih v
cony                                         k ow / n iy
coo                                          k uw
cook                                         k uh k
cookbook                                     k uh k / b uh k
cooker                                       k uh / k er
cookery                                      k uh / k er / iy
cookie                                       k uh / k iy
cooking                                      k uh / k ih ng
cookout                                      k uh / k aw t
cookware                                     k uh k / w eh r
cool                                         k uw l
coolant                                      k uw / l ax n t
cooler                                       k uw / l er
coolie                                       k uw / l iy
cooling                                      k uw / l ih ng
coolly                                       k uw l / l iy
coolness                                     k uw l / n ax s
coon                                         k uw n
coop                                         k uw p
cooper                                       k uw / p er
cooperate                                    k ow / aa / p ax / r ey t
cooperation                                  k ow / aa / p ax / r ey / sh ax n
cooperative                                  k ow / aa / p er / ax / dx ih v
cooperatively                                k ow / aa / p er / ax / dx ih v / l iy
coordinate                                   k ow / ao r / d ax / n ey t
coordination                                 k ow / ao r / d ax / n ey / sh ax n
coordinator                                  k ow / ao r / d ax / n ey / dx er
coot                                         k uw t
cop                                          k aa p
copacetic                                    k ow / p ax / s eh / dx ih k
copayment                                    k ow / p ey
cope                                         k ow p
copenhagen                                   k ow / p ax n / hh ey / g ax n
copier                                       k aa / p iy / er
copilot                                      k ow / p aa ih· l ax t
coping                                       k ow / p ih ng
copious                                      k ow / p iy / ax s
copiously                                    k ow / p iy / ax s / l iy
copolymer                                    k ow / p aa / l ih / m er
copolymerization                             k ow / p aa / l ih / m er / ax / z ey / sh ax n
copolymerize                                 k ow / p aa / l ih / m er / ay z
copper                                       k aa / p er
copperplate                                  k aa / p er / p l ey t
coppery                                      k aa / p er / iy
coppice                                      k aa / p ih s
coppices                                     k aa / p ih s
coprocessor                                  k ow / p r aa / s eh / s er
copse                                        k aa p s
copses                                       k aa p s
copter                                       k aa p / t er
coptic                                       k aa p / t ih k
copula                                       k aa / p y ax / l ax
copulate                                     k aa / p y ax / l ey t
copulation                                   k aa / p y ax / l ey / sh ax n
copy                                         k aa / p iy
copybook                                     k aa / p iy / b uh k
copycat                                      k aa / p iy / k ae t
copyright                                    k aa / p iy / r ay t
copywriter                                   k aa / p iy / r ay / dx er
coquetry                                     k ow / k ax / t r iy
coquette                                     k ow / k eh t
coquettish                                   k ow / k eh / dx ih sh
coquettishly                                 k ow / k eh / dx ih sh / l iy
cor                                          k ao r
coracle                                      k ao / r ax / k ax l
coracobrachialis                             k ao / r ax / k ow / b r ey / k iy / ae / l ih s
coracoclavicular                             k ao / r ax / k ow / k l ax / v ih k / y ax / l er
coracoid                                     k ao / r ax / k oy d
coral                                        k ao / r ax l
corbel                                       k ao r / b ax l
cord                                         k ao r d
cordial                                      k ao r / d zh ax l
cordiality                                   k ao r / d iy / ae / l ax / dx iy
cordially                                    k ao r / d zh ax / l iy
cordite                                      k ao r / d ay t
cordless                                     k ao r d / l ax s
cordon                                       k ao r / d ax n
corduroy                                     k ao r / d ax / r oy
core                                         k ao r
corgi                                        k ao r / g iy
coriander                                    k ao / r iy / ae n / d er
corinthian                                   k ax / r ih n / th iy / ax n
cork                                         k ao r k
corkage                                      k ao r / k ih d zh
corker                                       k ao r / k er
corkscrew                                    k ao r k / s k r uw
corm                                         k ao r m
cormorant                                    k ao r / m er / ax n t
corn                                         k ao r n
cornball                                     k ao r n / b aa l
corncob                                      k ao r n / k aa b
corncracker                                  k ao r n / k r ae / k er
corncrake                                    k ao r n / k r ey k
cornea                                       k ao r / n iy / ax
corneal                                      k ao r / n iy / ax l
cornelian                                    k ao r / n iy l / y ax n
corner                                       k ao r / n er
cornerstone                                  k ao r / n er / s t ow n
cornet                                       k ao r / n ax t
cornfield                                    k ao r n / f iy l d
cornflakes                                   k ao r n / f l ey k s
cornflour                                    k ao r n / f l aw / er
cornflower                                   k ao r n / f l aw / er
cornhusker                                   k ao r n / hh ah s / k er
cornice                                      k ao r / n ih s
cornices                                     k ao r / n ih s
cornichon                                    k ao r / n iy / sh ow n
cornish                                      k ao r / n ih sh
cornmeal                                     k ao r n / m ih ax l
cornrow                                      k ao r n / r ow
cornstarch                                   k ao r n / s t aa r t sh
cornu                                        k ao r / n uw
cornucopia                                   k ao r / n ax / k ow / p iy / ax
cornwall                                     k ao r n / w ao l
corny                                        k ao r / n iy
corolla                                      k ax / r ow / l ax
corollary                                    k ao / r ax / l eh / r iy
corona                                       k ax / r ow / n ax
coronal                                      k ao / r ax / n ax l
coronary                                     k ao / r ax / n eh / r iy
coronation                                   k ao / r ax / n ey / sh ax n
coronavirus                                  k ax / r ow / n ax / v ay / r ax s
coroner                                      k ao / r ax / n er
coronet                                      k ao / r ax / n eh t
coronoid                                     k ao / r ax / n oy d
corpora                                      k ao r / p er / ax
corporal                                     k ao r / p er / ax l
corporate                                    k ao r / p er / ax t
corporation                                  k ao r / p ax / r ey / sh ax n
corporeal                                    k ao r / p ao / r iy / ax l
corporeally                                  k ao r / p ao / r iy / ax / l iy
corpse                                       k ao r p s
corpses                                      k ao r p s
corpulence                                   k ao r / p y ax / l ax n s
corpulent                                    k ao r / p y ax / l ax n t
corpus                                       k ao r / p ax s
corpuscle                                    k ao r / p ah / s ax l
corral                                       k ax / r ae l
correct                                      k ax / r eh k t
correction                                   k ax / r eh k / sh ax n
correctional                                 k ax / r eh k / sh ax / n ax l
corrections                                  k ax / r eh k· sh ax n z
corrective                                   k ax / r eh k / t ih v
correctly                                    k ax / r eh k t / l iy
correctness                                  k ax / r eh k t / n ax s
correlate                                    k ao / r ax / l ey t
correlation                                  k ao / r ax / l ey / sh ax n
correspond                                   k ao / r ax / s p aa n d
correspondence                               k ao / r ax / s p aa n / d ax n s
correspondences                              k ao / r ax / s p aa n / d ax n s
correspondent                                k ao / r ax / s p aa n / d ax n t
corresponding                                k ao / r ax / s p aa n / d ih ng
correspondingly                              k ao / r ax / s p aa n / d ih ng / l iy
corridor                                     k ao / r ax / d er
corrie                                       k ao / r iy
corrigendum                                  k ao / r ax / d zh eh n / d ax m
corroborate                                  k ax / r aa / b ax / r ey t
corroborating                                k ax / r aa / b ax / r ey / dx ih ng
corroboration                                k ax / r aa / b ax / r ey / sh ax n
corroborative                                k ax / r aa / b ax / r ey / dx ih ng
corroboree                                   k ax / r aa / b ax / r iy
corrode                                      k ax / r ow d
corrosion                                    k ax / r ow / zh ax n
corrosive                                    k ax / r ow / s ih v
corrosively                                  k ax / r ow / s ih v / l iy
corrupt                                      k ax / r ah p t
corruptible                                  k ax / r ah p / t ax / b ax l
corruption                                   k ax / r ah p / sh ax n
corsage                                      k ao r / s aa zh
corsair                                      k ao r / s eh r
corset                                       k ao r / s ax t
cortege                                      k ao r / t eh zh
cortex                                       k ao r / t eh k s
corticosteroid                               k ao r / dx ih / k ow / s t eh / r oy d
cortisol                                     k ao r / dx ax / z aa l
cortisone                                    k ao r / dx ax / z ow n
coruscating                                  k ao / r ax / s k ey / dx ih ng
corvette                                     k ao r / v eh t
corybantic                                   k ao / r ih / b ae n / t ih k
cos                                          k ax z
cosecant                                     k ow / s iy / k ax n t
coses                                        k ax z
cosh                                         k aa sh
cosign                                       k ow / s ay n
cosignatory                                  k ow / s ih g n ax t ao r iy
cosily                                       k ow / z ax / l iy
cosine                                       k ow / s ay n
cosiness                                     k ow / z iy / n ax s
cosmetic                                     k aa z / m eh / dx ih k
cosmetically                                 k aa z / m eh / dx ih / k ax / l iy
cosmetics                                    k aa z / m eh / dx ih k s
cosmetologist                                k aa z / m ax / t aa / l ax / d zh ih s t
cosmetology                                  k aa z / m ax / t aa / l ax / d zh iy
cosmic                                       k aa z / m ih k
cosmically                                   k aa z / m ih / k ax / l iy
cosmologic                                   k aa z / m ax / l aa / d zh ih / k ax l
cosmological                                 k aa z / m ax / l aa / d zh ih / k ax l
cosmologist                                  k aa z / m aa / l ax / d zh ih s t
cosmology                                    k aa z / m aa / l ax / d zh iy
cosmonaut                                    k aa z / m ax / n aa t
cosmopolitan                                 k aa z / m ax / p aa / l ih / dx ax n
cosmos                                       k aa z / m ow s
